,Year,X,Y
266,2003,6,102
267,2003,7,102
268,2003,8,102
269,2003,9,102
270,2003,10,102
271,2003,11,102
272,2003,12,102
273,2003,13,102
274,2003,14,102
275,2003,15,102
276,2003,16,102
277,2003,17,102
278,2003,18,102
279,2003,19,102
280,2003,20,102
281,2004,21,102
282,2004,22,102
283,2004,23,102
284,2004,24,102
285,2004,25,102
286,2004,26,102
287,2004,27,102
288,2004,28,102
289,2004,29,102
290,2004,30,102
291,2004,31,102
292,2004,32,102
293,2004,33,102
294,2004,34,102
295,2004,35,102
296,2004,36,102
297,2004,37,102
298,2004,38,102
299,2004,39,102
300,2004,40,102
301,2004,41,102
302,2004,42,102
303,2004,43,102
304,2004,44,102
305,2004,45,102
306,2004,46,102
307,2004,47,102
308,2004,48,102
309,2004,49,102
310,2005,50,102
311,2005,51,102
312,2005,52,102
313,2005,53,102
314,2005,54,102
315,2005,55,102
316,2005,56,102
317,2005,57,102
318,2005,58,102
319,2005,59,102
320,2005,60,102
321,2005,61,102
322,2005,62,102
323,2005,63,102
324,2005,64,102
325,2005,0,101
326,2005,1,101
327,2005,2,101
328,2005,3,101
329,2005,4,101
330,2005,5,101
331,2005,6,101
332,2005,7,101
333,2005,8,101
334,2005,9,101
335,2005,10,101
336,2005,11,101
337,2005,12,101
338,2005,13,101
339,2005,14,101
340,2005,15,101
341,2005,16,101
342,2005,17,101
343,2005,18,101
344,2005,19,101
345,2005,20,101
346,2005,21,101
347,2005,22,101
348,2005,23,101
349,2005,24,101
350,2005,25,101
351,2005,26,101
352,2005,27,101
353,2005,28,101
354,2005,29,101
355,2005,30,101
356,2005,31,101
357,2005,32,101
358,2005,33,101
359,2005,34,101
360,2005,35,101
361,2005,36,101
362,2005,37,101
363,2005,38,101
364,2005,39,101
365,2005,40,101
366,2005,41,101
367,2005,42,101
368,2005,43,101
369,2005,44,101
370,2005,45,101
371,2005,46,101
372,2005,47,101
373,2005,48,101
374,2005,49,101
375,2005,50,101
376,2005,51,101
377,2005,52,101
378,2005,53,101
379,2005,54,101
380,2005,55,101
381,2005,56,101
382,2005,57,101
383,2005,58,101
384,2005,59,101
385,2005,60,101
386,2005,61,101
387,2005,62,101
388,2005,63,101
389,2005,64,101
390,2005,0,100
391,2005,1,100
392,2005,2,100
393,2005,3,100
394,2005,4,100
395,2005,5,100
396,2005,6,100
397,2005,7,100
398,2005,8,100
399,2005,9,100
400,2005,10,100
401,2005,11,100
402,2005,12,100
403,2005,13,100
404,2005,14,100
405,2005,15,100
406,2005,16,100
407,2005,17,100
408,2005,18,100
409,2005,19,100
410,2005,20,100
411,2005,21,100
412,2005,22,100
413,2005,23,100
414,2005,24,100
415,2005,25,100
416,2005,26,100
417,2005,27,100
418,2005,28,100
419,2005,29,100
420,2005,30,100
421,2005,31,100
422,2005,32,100
423,2005,33,100
424,2005,34,100
425,2005,35,100
426,2005,36,100
427,2005,37,100
428,2005,38,100
429,2005,39,100
430,2005,40,100
431,2005,41,100
432,2005,42,100
433,2005,43,100
434,2005,44,100
435,2005,45,100
436,2005,46,100
437,2005,47,100
438,2005,48,100
439,2005,49,100
440,2005,50,100
441,2005,51,100
442,2005,52,100
443,2005,53,100
444,2005,54,100
445,2005,55,100
446,2005,56,100
447,2005,57,100
448,2005,58,100
449,2005,59,100
450,2005,60,100
451,2005,61,100
452,2005,62,100
453,2005,63,100
454,2005,64,100
455,2005,0,99
456,2005,1,99
457,2005,2,99
458,2005,3,99
459,2005,4,99
460,2005,5,99
461,2005,6,99
462,2005,7,99
463,2005,8,99
464,2005,9,99
465,2005,10,99
466,2005,11,99
467,2005,12,99
468,2005,13,99
469,2005,14,99
470,2005,15,99
471,2005,16,99
472,2005,17,99
473,2005,18,99
474,2005,19,99
475,2005,20,99
476,2005,21,99
477,2005,22,99
478,2005,23,99
479,2005,24,99
480,2005,25,99
481,2005,26,99
482,2005,27,99
483,2005,28,99
484,2005,29,99
485,2005,30,99
486,2005,31,99
487,2005,32,99
488,2005,33,99
489,2005,34,99
490,2005,35,99
491,2005,36,99
492,2005,37,99
493,2005,38,99
494,2005,39,99
495,2005,40,99
496,2005,41,99
497,2005,42,99
498,2005,43,99
499,2005,44,99
500,2005,45,99
501,2005,46,99
502,2005,47,99
503,2005,48,99
504,2005,49,99
505,2005,50,99
506,2005,51,99
507,2005,52,99
508,2005,53,99
509,2005,54,99
510,2005,55,99
511,2005,56,99
512,2005,57,99
513,2005,58,99
514,2005,59,99
515,2005,60,99
516,2005,61,99
517,2005,62,99
518,2005,63,99
519,2005,64,99
520,2005,0,98
521,2005,1,98
522,2005,2,98
523,2005,3,98
524,2005,4,98
525,2005,5,98
526,2005,6,98
527,2005,7,98
528,2005,8,98
529,2005,9,98
530,2005,10,98
531,2005,11,98
532,2005,12,98
533,2005,13,98
534,2005,14,98
535,2005,15,98
536,2005,16,98
537,2005,17,98
538,2005,18,98
539,2005,19,98
540,2005,20,98
541,2005,21,98
542,2005,22,98
543,2005,23,98
544,2005,24,98
545,2005,25,98
546,2005,26,98
547,2005,27,98
548,2005,28,98
549,2005,29,98
550,2005,30,98
551,2005,31,98
552,2005,32,98
553,2005,33,98
554,2005,34,98
555,2005,35,98
556,2005,36,98
557,2005,37,98
558,2005,38,98
559,2005,39,98
560,2005,40,98
561,2005,41,98
562,2005,42,98
563,2005,43,98
564,2005,44,98
565,2005,45,98
566,2005,46,98
567,2005,47,98
568,2005,48,98
569,2005,49,98
570,2005,50,98
571,2005,51,98
572,2005,52,98
573,2005,53,98
574,2005,54,98
575,2005,55,98
576,2005,56,98
577,2005,57,98
578,2005,58,98
579,2005,59,98
580,2005,60,98
581,2005,61,98
582,2005,62,98
583,2005,63,98
584,2005,64,98
585,2005,0,97
586,2005,1,97
587,2005,2,97
588,2005,3,97
589,2005,4,97
590,2005,5,97
591,2005,6,97
592,2005,7,97
593,2005,8,97
594,2005,9,97
595,2005,10,97
596,2005,11,97
597,2005,12,97
598,2005,13,97
599,2005,14,97
600,2005,15,97
601,2005,16,97
602,2005,17,97
603,2005,18,97
604,2005,19,97
605,2005,20,97
606,2005,21,97
607,2005,22,97
608,2005,23,97
609,2005,24,97
610,2005,25,97
611,2005,26,97
612,2005,27,97
613,2005,28,97
614,2005,29,97
615,2005,30,97
616,2005,31,97
617,2005,32,97
618,2005,33,97
619,2005,34,97
620,2005,35,97
621,2005,36,97
622,2005,37,97
623,2005,38,97
624,2005,39,97
625,2005,40,97
626,2005,41,97
627,2005,42,97
628,2005,43,97
629,2005,44,97
630,2005,45,97
631,2005,46,97
632,2005,47,97
633,2005,48,97
634,2005,49,97
635,2005,50,97
636,2005,51,97
637,2005,52,97
638,2005,53,97
639,2005,54,97
640,2005,55,97
641,2005,56,97
642,2005,57,97
643,2005,58,97
644,2005,59,97
645,2005,60,97
646,2005,61,97
647,2005,62,97
648,2005,63,97
649,2005,64,97
650,2005,0,96
651,2005,1,96
652,2005,2,96
653,2005,3,96
654,2005,4,96
655,2005,5,96
656,2005,6,96
657,2005,7,96
658,2005,8,96
659,2005,9,96
660,2005,10,96
661,2005,11,96
662,2005,12,96
663,2005,13,96
664,2005,14,96
665,2005,15,96
666,2005,16,96
667,2005,17,96
668,2005,18,96
669,2005,19,96
670,2005,20,96
671,2005,21,96
672,2005,22,96
673,2005,23,96
674,2005,24,96
675,2005,25,96
676,2005,26,96
677,2005,27,96
678,2005,28,96
679,2005,29,96
680,2005,30,96
681,2005,31,96
682,2005,32,96
683,2005,33,96
684,2005,34,96
685,2005,35,96
686,2005,36,96
687,2005,37,96
688,2005,38,96
689,2005,39,96
690,2005,40,96
691,2005,41,96
692,2005,42,96
693,2005,43,96
694,2005,44,96
695,2005,45,96
696,2005,46,96
697,2005,47,96
698,2005,48,96
699,2005,49,96
700,2005,50,96
701,2005,51,96
702,2005,52,96
703,2005,53,96
704,2005,54,96
705,2005,55,96
706,2005,56,96
707,2005,57,96
708,2005,58,96
709,2005,59,96
710,2005,60,96
711,2005,61,96
712,2005,62,96
713,2005,63,96
714,2005,64,96
715,2005,0,95
716,2005,1,95
717,2005,2,95
718,2005,3,95
719,2005,4,95
720,2005,5,95
721,2005,6,95
722,2005,7,95
723,2005,8,95
724,2005,9,95
725,2005,10,95
726,2005,11,95
727,2005,12,95
728,2005,13,95
729,2005,14,95
730,2005,15,95
731,2005,16,95
732,2005,17,95
733,2005,18,95
734,2005,19,95
735,2005,20,95
736,2005,21,95
737,2005,22,95
738,2005,23,95
739,2005,24,95
740,2005,25,95
741,2005,26,95
742,2005,27,95
743,2005,28,95
744,2005,29,95
745,2005,30,95
746,2005,31,95
747,2005,32,95
748,2005,33,95
749,2006,34,95
750,2006,35,95
751,2006,36,95
752,2006,37,95
753,2006,38,95
754,2006,39,95
755,2006,40,95
756,2006,41,95
757,2006,42,95
758,2006,43,95
759,2006,44,95
760,2006,45,95
761,2006,46,95
762,2006,47,95
763,2006,48,95
764,2006,49,95
765,2006,50,95
766,2006,51,95
767,2006,52,95
768,2006,53,95
769,2006,54,95
770,2006,55,95
771,2006,56,95
772,2006,57,95
773,2006,58,95
774,2006,59,95
775,2006,60,95
776,2006,61,95
777,2006,62,95
778,2006,63,95
779,2006,64,95
780,2006,0,94
781,2006,1,94
782,2006,2,94
783,2006,3,94
784,2006,4,94
785,2006,5,94
786,2007,6,94
787,2007,7,94
788,2007,8,94
789,2007,9,94
790,2007,10,94
791,2007,11,94
792,2007,12,94
793,2007,13,94
794,2007,14,94
795,2007,15,94
796,2007,16,94
797,2007,17,94
798,2007,18,94
799,2007,19,94
800,2007,20,94
801,2007,21,94
802,2007,22,94
803,2007,23,94
804,2007,24,94
805,2007,25,94
806,2007,26,94
807,2007,27,94
808,2007,28,94
809,2007,29,94
810,2007,30,94
811,2007,31,94
812,2007,32,94
813,2007,33,94
814,2007,34,94
815,2007,35,94
816,2007,36,94
817,2007,37,94
818,2007,38,94
819,2007,39,94
820,2007,40,94
821,2007,41,94
822,2007,42,94
823,2007,43,94
824,2007,44,94
825,2007,45,94
826,2007,46,94
827,2007,47,94
828,2007,48,94
829,2007,49,94
830,2007,50,94
831,2007,51,94
832,2007,52,94
833,2008,53,94
834,2008,54,94
835,2008,55,94
836,2008,56,94
837,2008,57,94
838,2008,58,94
839,2008,59,94
840,2008,60,94
841,2008,61,94
842,2008,62,94
843,2008,63,94
844,2008,64,94
845,2008,0,93
846,2008,1,93
847,2008,2,93
848,2008,3,93
849,2008,4,93
850,2008,5,93
851,2008,6,93
852,2008,7,93
853,2008,8,93
854,2008,9,93
855,2008,10,93
856,2008,11,93
857,2008,12,93
858,2008,13,93
859,2008,14,93
860,2008,15,93
861,2008,16,93
862,2008,17,93
863,2008,18,93
864,2008,19,93
865,2008,20,93
866,2008,21,93
867,2008,22,93
868,2008,23,93
869,2008,24,93
870,2008,25,93
871,2008,26,93
872,2008,27,93
873,2008,28,93
874,2008,29,93
875,2008,30,93
876,2008,31,93
877,2008,32,93
878,2008,33,93
879,2008,34,93
880,2008,35,93
881,2008,36,93
882,2008,37,93
883,2008,38,93
884,2008,39,93
885,2008,40,93
886,2008,41,93
887,2008,42,93
888,2008,43,93
889,2008,44,93
890,2008,45,93
891,2008,46,93
892,2008,47,93
893,2008,48,93
894,2008,49,93
895,2008,50,93
896,2008,51,93
897,2008,52,93
898,2008,53,93
899,2008,54,93
900,2008,55,93
901,2008,56,93
902,2008,57,93
903,2008,58,93
904,2008,59,93
905,2008,60,93
906,2008,61,93
907,2008,62,93
908,2008,63,93
909,2008,64,93
910,2008,0,92
911,2008,1,92
912,2008,2,92
913,2008,3,92
914,2008,4,92
915,2008,5,92
916,2008,6,92
917,2008,7,92
918,2008,8,92
919,2008,9,92
920,2008,10,92
921,2008,11,92
922,2008,12,92
923,2008,13,92
924,2008,14,92
925,2008,15,92
926,2008,16,92
927,2008,17,92
928,2008,18,92
929,2008,19,92
930,2008,20,92
931,2008,21,92
932,2008,22,92
933,2008,23,92
934,2008,24,92
935,2008,25,92
936,2008,26,92
937,2008,27,92
938,2008,28,92
939,2008,29,92
940,2008,30,92
941,2008,31,92
942,2008,32,92
943,2008,33,92
944,2008,34,92
945,2008,35,92
946,2008,36,92
947,2008,37,92
948,2008,38,92
949,2008,39,92
950,2008,40,92
951,2008,41,92
952,2008,42,92
953,2008,43,92
954,2008,44,92
955,2008,45,92
956,2008,46,92
957,2008,47,92
958,2008,48,92
959,2008,49,92
960,2008,50,92
961,2008,51,92
962,2008,52,92
963,2008,53,92
964,2008,54,92
965,2008,55,92
966,2008,56,92
967,2008,57,92
968,2008,58,92
969,2008,59,92
970,2008,60,92
971,2008,61,92
972,2008,62,92
973,2008,63,92
974,2008,64,92
975,2008,0,91
976,2008,1,91
977,2008,2,91
978,2008,3,91
979,2008,4,91
980,2008,5,91
981,2008,6,91
982,2008,7,91
983,2008,8,91
984,2008,9,91
985,2008,10,91
986,2008,11,91
987,2008,12,91
988,2008,13,91
989,2008,14,91
990,2008,15,91
991,2008,16,91
992,2008,17,91
993,2008,18,91
994,2008,19,91
995,2008,20,91
996,2008,21,91
997,2008,22,91
998,2008,23,91
999,2008,24,91
1000,2008,25,91
1001,2008,26,91
1002,2008,27,91
1003,2008,28,91
1004,2008,29,91
1005,2008,30,91
1006,2008,31,91
1007,2008,32,91
1008,2008,33,91
1009,2008,34,91
1010,2008,35,91
1011,2008,36,91
1012,2008,37,91
1013,2008,38,91
1014,2008,39,91
1015,2008,40,91
1016,2008,41,91
1017,2008,42,91
1018,2008,43,91
1019,2008,44,91
1020,2008,45,91
1021,2008,46,91
1022,2008,47,91
1023,2008,48,91
1024,2008,49,91
1025,2008,50,91
1026,2008,51,91
1027,2008,52,91
1028,2008,53,91
1029,2008,54,91
1030,2008,55,91
1031,2008,56,91
1032,2008,57,91
1033,2008,58,91
1034,2008,59,91
1035,2008,60,91
1036,2008,61,91
1037,2008,62,91
1038,2008,63,91
1039,2008,64,91
1040,2008,0,90
1041,2008,1,90
1042,2008,2,90
1043,2008,3,90
1044,2008,4,90
1045,2008,5,90
1046,2008,6,90
1047,2008,7,90
1048,2008,8,90
1049,2008,9,90
1050,2008,10,90
1051,2008,11,90
1052,2008,12,90
1053,2008,13,90
1054,2008,14,90
1055,2008,15,90
1056,2008,16,90
1057,2008,17,90
1058,2008,18,90
1059,2008,19,90
1060,2008,20,90
1061,2008,21,90
1062,2008,22,90
1063,2008,23,90
1064,2008,24,90
1065,2008,25,90
1066,2008,26,90
1067,2008,27,90
1068,2008,28,90
1069,2008,29,90
1070,2008,30,90
1071,2008,31,90
1072,2008,32,90
1073,2008,33,90
1074,2008,34,90
1075,2008,35,90
1076,2008,36,90
1077,2008,37,90
1078,2008,38,90
1079,2008,39,90
1080,2008,40,90
1081,2008,41,90
1082,2008,42,90
1083,2008,43,90
1084,2008,44,90
1085,2008,45,90
1086,2008,46,90
1087,2008,47,90
1088,2008,48,90
1089,2008,49,90
1090,2008,50,90
1091,2008,51,90
1092,2008,52,90
1093,2008,53,90
1094,2008,54,90
1095,2008,55,90
1096,2009,56,90
1097,2009,57,90
1098,2009,58,90
1099,2009,59,90
1100,2009,60,90
1101,2009,61,90
1102,2009,62,90
1103,2009,63,90
1104,2009,64,90
1105,2009,0,89
1106,2009,1,89
1107,2009,2,89
1108,2009,3,89
1109,2009,4,89
1110,2009,5,89
1111,2009,6,89
1112,2009,7,89
1113,2009,8,89
1114,2009,9,89
1115,2009,10,89
1116,2009,11,89
1117,2009,12,89
1118,2009,13,89
1119,2009,14,89
1120,2009,15,89
1121,2009,16,89
1122,2009,17,89
1123,2009,18,89
1124,2009,19,89
1125,2009,20,89
1126,2009,21,89
1127,2009,22,89
1128,2009,23,89
1129,2009,24,89
1130,2009,25,89
1131,2009,26,89
1132,2009,27,89
1133,2009,28,89
1134,2009,29,89
1135,2009,30,89
1136,2009,31,89
1137,2009,32,89
1138,2009,33,89
1139,2009,34,89
1140,2009,35,89
1141,2009,36,89
1142,2009,37,89
1143,2009,38,89
1144,2009,39,89
1145,2009,40,89
1146,2009,41,89
1147,2009,42,89
1148,2009,43,89
1149,2009,44,89
1150,2009,45,89
1151,2009,46,89
1152,2009,47,89
1153,2009,48,89
1154,2009,49,89
1155,2009,50,89
1156,2009,51,89
1157,2009,52,89
1158,2009,53,89
1159,2009,54,89
1160,2009,55,89
1161,2009,56,89
1162,2009,57,89
1163,2009,58,89
1164,2009,59,89
1165,2009,60,89
1166,2009,61,89
1167,2009,62,89
1168,2009,63,89
1169,2009,64,89
1170,2009,0,88
1171,2009,1,88
1172,2009,2,88
1173,2009,3,88
1174,2009,4,88
1175,2009,5,88
1176,2009,6,88
1177,2009,7,88
1178,2009,8,88
1179,2009,9,88
1180,2009,10,88
1181,2009,11,88
1182,2009,12,88
1183,2009,13,88
1184,2009,14,88
1185,2009,15,88
1186,2009,16,88
1187,2009,17,88
1188,2009,18,88
1189,2009,19,88
1190,2009,20,88
1191,2009,21,88
1192,2009,22,88
1193,2009,23,88
1194,2009,24,88
1195,2009,25,88
1196,2009,26,88
1197,2009,27,88
1198,2009,28,88
1199,2009,29,88
1200,2009,30,88
1201,2009,31,88
1202,2009,32,88
1203,2009,33,88
1204,2009,34,88
1205,2009,35,88
1206,2009,36,88
1207,2009,37,88
1208,2009,38,88
1209,2009,39,88
1210,2009,40,88
1211,2009,41,88
1212,2009,42,88
1213,2009,43,88
1214,2009,44,88
1215,2009,45,88
1216,2009,46,88
1217,2009,47,88
1218,2009,48,88
1219,2009,49,88
1220,2009,50,88
1221,2009,51,88
1222,2009,52,88
1223,2009,53,88
1224,2009,54,88
1225,2009,55,88
1226,2009,56,88
1227,2009,57,88
1228,2009,58,88
1229,2009,59,88
1230,2009,60,88
1231,2009,61,88
1232,2009,62,88
1233,2009,63,88
1234,2009,64,88
1235,2009,0,87
1236,2009,1,87
1237,2009,2,87
1238,2009,3,87
1239,2009,4,87
1240,2009,5,87
1241,2009,6,87
1242,2009,7,87
1243,2009,8,87
1244,2009,9,87
1245,2009,10,87
1246,2009,11,87
1247,2009,12,87
1248,2009,13,87
1249,2009,14,87
1250,2009,15,87
1251,2009,16,87
1252,2009,17,87
1253,2009,18,87
1254,2009,19,87
1255,2009,20,87
1256,2009,21,87
1257,2009,22,87
1258,2009,23,87
1259,2009,24,87
1260,2009,25,87
1261,2009,26,87
1262,2009,27,87
1263,2009,28,87
1264,2009,29,87
1265,2009,30,87
1266,2009,31,87
1267,2009,32,87
1268,2009,33,87
1269,2009,34,87
1270,2009,35,87
1271,2009,36,87
1272,2009,37,87
1273,2009,38,87
1274,2009,39,87
1275,2009,40,87
1276,2009,41,87
1277,2009,42,87
1278,2009,43,87
1279,2009,44,87
1280,2009,45,87
1281,2009,46,87
1282,2009,47,87
1283,2009,48,87
1284,2009,49,87
1285,2009,50,87
1286,2009,51,87
1287,2009,52,87
1288,2009,53,87
1289,2009,54,87
1290,2009,55,87
1291,2009,56,87
1292,2009,57,87
1293,2009,58,87
1294,2009,59,87
1295,2009,60,87
1296,2009,61,87
1297,2009,62,87
1298,2009,63,87
1299,2009,64,87
1300,2009,0,86
1301,2009,1,86
1302,2009,2,86
1303,2009,3,86
1304,2009,4,86
1305,2009,5,86
1306,2009,6,86
1307,2009,7,86
1308,2009,8,86
1309,2009,9,86
1310,2009,10,86
1311,2009,11,86
1312,2009,12,86
1313,2009,13,86
1314,2009,14,86
1315,2009,15,86
1316,2009,16,86
1317,2009,17,86
1318,2009,18,86
1319,2009,19,86
1320,2009,20,86
1321,2009,21,86
1322,2009,22,86
1323,2009,23,86
1324,2009,24,86
1325,2009,25,86
1326,2009,26,86
1327,2009,27,86
1328,2009,28,86
1329,2009,29,86
1330,2009,30,86
1331,2009,31,86
1332,2009,32,86
1333,2009,33,86
1334,2009,34,86
1335,2009,35,86
1336,2009,36,86
1337,2009,37,86
1338,2009,38,86
1339,2009,39,86
1340,2009,40,86
1341,2009,41,86
1342,2009,42,86
1343,2009,43,86
1344,2009,44,86
1345,2009,45,86
1346,2009,46,86
1347,2009,47,86
1348,2009,48,86
1349,2009,49,86
1350,2009,50,86
1351,2009,51,86
1352,2009,52,86
1353,2009,53,86
1354,2009,54,86
1355,2009,55,86
1356,2009,56,86
1357,2009,57,86
1358,2009,58,86
1359,2009,59,86
1360,2009,60,86
1361,2009,61,86
1362,2009,62,86
1363,2009,63,86
1364,2009,64,86
1365,2009,0,85
1366,2009,1,85
1367,2009,2,85
1368,2009,3,85
1369,2009,4,85
1370,2009,5,85
1371,2009,6,85
1372,2009,7,85
1373,2009,8,85
1374,2009,9,85
1375,2009,10,85
1376,2009,11,85
1377,2009,12,85
1378,2009,13,85
1379,2009,14,85
1380,2009,15,85
1381,2009,16,85
1382,2009,17,85
1383,2009,18,85
1384,2009,19,85
1385,2009,20,85
1386,2009,21,85
1387,2009,22,85
1388,2009,23,85
1389,2009,24,85
1390,2009,25,85
1391,2009,26,85
1392,2009,27,85
1393,2009,28,85
1394,2009,29,85
1395,2009,30,85
1396,2009,31,85
1397,2009,32,85
1398,2009,33,85
1399,2009,34,85
1400,2009,35,85
1401,2009,36,85
1402,2009,37,85
1403,2009,38,85
1404,2009,39,85
1405,2009,40,85
1406,2009,41,85
1407,2009,42,85
1408,2009,43,85
1409,2009,44,85
1410,2009,45,85
1411,2009,46,85
1412,2009,47,85
1413,2009,48,85
1414,2009,49,85
1415,2009,50,85
1416,2009,51,85
1417,2009,52,85
1418,2009,53,85
1419,2009,54,85
1420,2009,55,85
1421,2009,56,85
1422,2009,57,85
1423,2009,58,85
1424,2009,59,85
1425,2009,60,85
1426,2009,61,85
1427,2009,62,85
1428,2009,63,85
1429,2009,64,85
1430,2009,0,84
1431,2009,1,84
1432,2009,2,84
1433,2009,3,84
1434,2009,4,84
1435,2009,5,84
1436,2009,6,84
1437,2009,7,84
1438,2009,8,84
1439,2009,9,84
1440,2009,10,84
1441,2009,11,84
1442,2009,12,84
1443,2009,13,84
1444,2009,14,84
1445,2009,15,84
1446,2009,16,84
1447,2009,17,84
1448,2009,18,84
1449,2009,19,84
1450,2009,20,84
1451,2009,21,84
1452,2009,22,84
1453,2009,23,84
1454,2010,24,84
1455,2010,25,84
1456,2010,26,84
1457,2010,27,84
1458,2010,28,84
1459,2010,29,84
1460,2010,30,84
1461,2010,31,84
1462,2010,32,84
1463,2010,33,84
1464,2010,34,84
1465,2010,35,84
1466,2010,36,84
1467,2010,37,84
1468,2010,38,84
1469,2010,39,84
1470,2010,40,84
1471,2010,41,84
1472,2010,42,84
1473,2010,43,84
1474,2010,44,84
1475,2010,45,84
1476,2010,46,84
1477,2010,47,84
1478,2010,48,84
1479,2010,49,84
1480,2010,50,84
1481,2010,51,84
1482,2010,52,84
1483,2010,53,84
1484,2010,54,84
1485,2010,55,84
1486,2010,56,84
1487,2010,57,84
1488,2010,58,84
1489,2010,59,84
1490,2010,60,84
1491,2010,61,84
1492,2010,62,84
1493,2010,63,84
1494,2010,64,84
1495,2010,0,83
1496,2010,1,83
1497,2010,2,83
